20190315,0.39,1.28,0.39,0.96,992603,9.65,17.96,0.0,11.75,1,-1,1,185900,0,0,0,1,0,22000,21875,21875,22070,21571.166666666668,21630.666666666668,22163.5,21886.5,21818.0
20190314,0.02,0.32,-0.34,0.21,905230,1.63,20.61,0.0,10.71,1,-1,1,184126,0,0,0,1,0,21790,21750,21670,21815,21578.583333333332,21612.666666666668,22191.0,21912.0,21745.0
20190313,-0.55,-0.48,-1.33,-0.62,890688,31.5,107.06,0.0,10.67,1,-1,1,181571,0,0,0,1,0,21745,21760,21590,21775,21587.833333333332,21593.416666666668,22214.5,21994.5,21776.0
20190312,0.39,0.95,0.39,0.95,677349,1.84,96.85,0.0,8.21,1,-1,1,180510,0,0,0,1,0,21880,21760,21760,21880,21597.833333333332,21574.833333333332,22234.25,22069.0,21827.0
20190311,0.3,0.3,-0.28,0.18,665096,-3.34,101.65,0.0,8.01,1,-1,1,179902,0,0,0,1,0,21675,21700,21575,21700,21606.291666666668,21557.833333333332,22244.5,22135.5,21861.0
20190308,-0.71,-0.62,-1.48,-1.41,688068,-5.0,50.94,0.0,8.34,1,-1,1,178489,0,0,0,1,0,21635,21790,21620,21810,21616.166666666668,21541.916666666668,22261.25,22219.0,21955.0
20190307,0.02,0.27,-0.95,-0.25,724267,62.73,13.02,0.0,8.89,1,-1,1,178852,0,0,0,1,0,21945,22005,21790,22060,21627.458333333332,21532.666666666668,22295.0,22307.0,22079.0
20190306,-0.14,0.02,-0.23,-0.23,445061,-34.41,106.25,0.0,5.46,1,-1,1,179300,0,0,0,1,0,22000,22020,22000,22055,21638.125,21521.0,22311.0,22365.0,22213.0
20190305,-0.2,-0.2,-0.7,-0.43,678522,-23.68,107.68,0.0,8.33,1,-1,1,179708,0,0,0,1,0,22050,22100,21990,22100,21647.666666666668,21510.166666666668,22328.25,22399.0,22311.0
20190304,0.63,0.83,-0.52,-0.49,889069,32.32,126.95,0.0,10.91,1,-1,1,180482,0,0,0,1,0,22145,22395,22140,22440,21658.166666666668,21493.833333333332,22340.0,22431.5,22410.0
20190228,-0.2,-0.2,-1.59,-1.59,671914,-3.79,8.7,0.0,8.24,1,-1,1,181378,0,0,0,1,0,22255,22570,22255,22570,21666.541666666668,21477.416666666668,22343.0,22440.5,22483.0
20190227,0.71,0.73,0.18,0.56,698370,9.38,36.84,0.0,8.57,1,1,-1,184312,0,0,0,1,0,22615,22650,22530,22655,21673.916666666668,21458.25,22338.0,22470.0,22535.0
20190226,0.24,0.35,-0.27,-0.24,638486,43.77,148.82,0.0,7.83,1,-1,1,183294,0,0,0,1,0,22490,22600,22485,22625,21677.958333333332,21431.916666666668,22314.25,22434.5,22517.0
20190225,0.4,0.76,0.07,0.16,444105,-16.61,104.85,0.0,5.45,1,-1,1,183742,0,0,0,1,0,22545,22600,22525,22680,21682.625,21404.75,22281.0,22399.5,22487.0
20190222,0.0,0.09,-0.27,-0.02,532548,-3.41,71.79,0.0,6.53,1,1,-1,183456,0,0,0,1,0,22510,22515,22455,22535,21685.916666666668,21372.166666666668,22238.25,22353.5,22453.0
20190221,0.0,0.47,-0.53,-0.04,551349,-23.69,79.48,0.0,6.77,1,1,-1,183497,0,0,0,1,0,22515,22525,22405,22630,21689.0,21343.416666666668,22191.0,22303.5,22398.0
20190220,0.51,1.23,0.47,0.83,722551,31.01,560.24,0.0,8.87,1,1,-1,183579,0,0,0,1,0,22525,22455,22445,22615,21691.5,21315.416666666668,22146.75,22283.0,22405.0
20190219,0.16,0.2,-0.31,-0.16,551521,51.2,183.72,0.0,6.77,1,1,-1,182071,0,0,0,1,0,22340,22410,22305,22420,21693.166666666668,21287.5,22104.75,22257.0,22352.0
20190218,0.74,0.92,0.2,0.63,364767,-42.57,88.86,0.0,4.48,1,1,-1,182356,0,0,0,1,0,22375,22400,22280,22440,21694.958333333332,21266.5,22060.25,22257.5,22312.0
20190215,-0.64,-0.64,-1.86,-1.4,635110,39.42,70.89,0.0,8.04,1,1,-1,175656,0,0,0,1,0,22235,22405,22130,22405,21696.541666666668,21243.416666666668,22014.0,22248.5,22254.0
20190214,0.04,1.3,-0.67,1.3,455551,-30.19,74.55,0.0,5.84,1,-1,1,175890,0,0,0,1,0,22550,22270,22110,22550,21698.666666666668,21221.166666666668,21969.5,22245.5,22209.0
20190213,0.5,0.72,0.2,0.54,652515,25.11,176.58,0.0,8.37,1,1,-1,173628,0,0,0,1,0,22260,22250,22185,22300,21699.25,21190.333333333332,21895.75,22206.0,22161.0
20190212,0.61,0.61,0.07,0.25,521536,-27.18,112.2,0.0,6.56,1,1,-1,176013,0,0,0,1,0,22140,22220,22100,22220,21701.125,21165.833333333332,21842.0,22194.0,22162.0
20190211,0.07,0.36,-0.27,0.34,716165,27.78,109.58,0.0,9.07,1,1,-1,174472,0,0,0,1,0,22085,22025,21950,22090,21707.541666666668,21144.0,21785.25,22162.5,22203.0
20190208,-0.49,-0.49,-1.5,-1.34,560464,-38.84,30.9,0.0,7.05,1,-1,1,174980,0,0,0,1,0,22010,22200,21975,22200,21715.5,21125.083333333332,21733.0,22123.0,22243.0
20190207,0.49,0.52,-0.27,0.2,916407,2.86,48.07,0.0,11.6,1,1,-1,176249,0,0,0,1,0,22310,22375,22205,22380,21725.0,21108.583333333332,21667.5,22078.5,22282.0
20190201,0.09,0.47,-0.36,-0.36,890934,-5.03,107.21,0.0,11.0,1,-1,1,180346,0,0,0,1,0,22265,22365,22265,22450,21731.375,21084.666666666668,21592.5,22010.5,22251.0
20190131,0.63,0.7,0.0,0.27,938109,112.83,102.39,0.0,11.58,1,-1,1,180994,0,0,0,1,0,22345,22425,22285,22440,21736.75,21060.083333333332,21504.75,21952.5,22226.0
20190130,0.11,1.09,0.11,1.04,440770,25.04,102.29,0.0,5.44,1,1,-1,180508,0,0,0,1,0,22285,22080,22080,22295,21741.416666666668,21034.166666666668,21406.25,21863.0,22122.0
20190129,-0.09,0.23,-0.38,0.23,352511,-57.4,103.71,0.0,4.46,1,1,-1,175420,0,0,0,1,0,22205,22135,22070,22205,21745.208333333332,21013.083333333332,21315.25,21779.5,22003.0
20190128,0.09,0.72,-0.27,0.07,827521,91.76,53.84,0.0,10.47,1,-1,1,175024,0,0,0,1,0,22155,22160,22080,22300,21753.083333333332,20982.0,21247.5,21693.5,21875.0
20190125,0.39,1.67,0.39,1.44,431532,-18.89,394.86,0.0,5.46,1,1,-1,174906,0,0,0,1,0,22140,21910,21910,22190,21760.541666666668,20952.5,21174.0,21585.5,21770.0
